"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @eliesaaab: Priyanka Chopra wearing Dior for the #RoyalWedding reception https://t.co/kUu5KYg8iE",FALSE,0,NA,2018-05-25 01:48:32,FALSE,NA,"999829536366911488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bllackrosen",11878,TRUE,FALSE,NA,NA
"2","All the Ways #MeghanMarkle Is #Vegan-Fashion Royalty https://t.co/aK9oUgY5hl #RoyalVegan #GoVegan #RoyalWedding",FALSE,0,NA,2018-05-25 01:48:31,FALSE,NA,"999829533997060096",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","VeganResonance",0,FALSE,FALSE,NA,NA
"3","RT @FreeformTV: <U+201C>You look amazing. I<U+2019>m so lucky.<U+201D> #RoyalWedding https://t.co/9jUb0EThW9",FALSE,0,NA,2018-05-25 01:48:05,FALSE,NA,"999829426358583297",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Juan_PaSandoval",14760,TRUE,FALSE,NA,NA
"4","RT @descendants: The royal wedding we all really need. #Descendants2 #RoyalWedding https://t.co/3Q34WCJftA",FALSE,0,NA,2018-05-25 01:47:35,FALSE,NA,"999829298893742080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EVOLonpurpose",1002,TRUE,FALSE,NA,NA
"5","RT @sonadasi8170719: #RoyalWedding
#DoYouKnow 
Who is Complete God.
Must watch
Sadhna TV 7:30pm
@DN_Thakur_Ji
@AvdheshanandG
@yogrishiramde<U+2026>",FALSE,0,NA,2018-05-25 01:47:16,FALSE,NA,"999829221080940545",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DassiSuniti",34,TRUE,FALSE,NA,NA
"6","RT @JonTronShow: Harry cracking a bloody good joke at the #RoyalWedding thanks for having me along lads https://t.co/JshvZ4BBRb",FALSE,0,NA,2018-05-25 01:47:05,FALSE,NA,"999829174452973568",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Trash6x3",1920,TRUE,FALSE,NA,NA
"7","RT @UNEnvironment: Do you, Meghan &amp; Harry, vow to #BeatPlasticPollution, to refuse what you can't reuse? 
https://t.co/R9UemxjrId
#RoyalWed<U+2026>",FALSE,0,NA,2018-05-25 01:46:50,FALSE,NA,"999829108849815552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MoniqueNtumngia",161,TRUE,FALSE,NA,NA
"8","RT @salmanabuzar24: Suit up! 
#RoyalWedding https://t.co/nLzlNqRpKe",FALSE,0,NA,2018-05-25 01:46:45,FALSE,NA,"999829087446122497",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","francescabrc",114,TRUE,FALSE,NA,NA
"9","I Wrote To The #Queen About The Kraut Wagon At The #RoyalWedding . https://t.co/RTksHQgyTT https://t.co/UbZocjWtbG",FALSE,0,NA,2018-05-25 01:46:39,FALSE,NA,"999829065925316608",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealAnuraGuruge",0,FALSE,FALSE,NA,NA
"10","RT @sonadasi8170719: #RoyalWedding
#DoYouKnow 
Who is Complete God.
Must watch
Sadhna TV 7:30pm
@DN_Thakur_Ji
@AvdheshanandG
@yogrishiramde<U+2026>",FALSE,0,NA,2018-05-25 01:46:25,FALSE,NA,"999829007314104320",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DwarkaD36630100",34,TRUE,FALSE,NA,NA
